_id,province_id,province,amphoe_id,area_id,amphoe,romanized_amphoe,amphoe_short,romanized_amphoe_short
362,40,ขอนแก่น,4002,40020000,อำเภอบ้านฝาง,Amphoe Ban Fang,บ้านฝาง,Ban Fang
363,40,ขอนแก่น,4003,40030000,อำเภอพระยืน,Amphoe Phra Yuen,พระยืน,Phra Yuen
364,40,ขอนแก่น,4004,40040000,อำเภอหนองเรือ,Amphoe Nong Ruea,หนองเรือ,Nong Ruea
365,40,ขอนแก่น,4005,40050000,อำเภอชุมแพ,Amphoe Chum Phae,ชุมแพ,Chum Phae
366,40,ขอนแก่น,4006,40060000,อำเภอสีชมพู,Amphoe Si Chomphu,สีชมพู,Si Chomphu
367,40,ขอนแก่น,4007,40070000,อำเภอน้ำพอง,Amphoe Nam Phong,น้ำพอง,Nam Phong
368,40,ขอนแก่น,4008,40080000,อำเภออุบลรัตน์,Amphoe Ubolratana,อุบลรัตน์,Ubolratana
369,40,ขอนแก่น,4009,40090000,อำเภอกระนวน,Amphoe Kranuan,กระนวน,Kranuan
370,40,ขอนแก่น,4010,40100000,อำเภอบ้านไผ่,Amphoe Ban Phai,บ้านไผ่,Ban Phai
371,40,ขอนแก่น,4011,40110000,อำเภอเปือยน้อย,Amphoe Pueai Noi,เปือยน้อย,Pueai Noi
372,40,ขอนแก่น,4012,40120000,อำเภอพล,Amphoe Phon,พล,Phon
373,40,ขอนแก่น,4013,40130000,อำเภอแวงใหญ่,Amphoe Waeng Yai,แวงใหญ่,Waeng Yai
374,40,ขอนแก่น,4014,40140000,อำเภอแวงน้อย,Amphoe Waeng Noi,แวงน้อย,Waeng Noi
375,40,ขอนแก่น,4015,40150000,อำเภอหนองสองห้อง,Amphoe Nong Song Hong,หนองสองห้อง,Nong Song Hong
376,40,ขอนแก่น,4016,40160000,อำเภอภูเวียง,Amphoe Phu Wiang,ภูเวียง,Phu Wiang
377,40,ขอนแก่น,4017,40170000,อำเภอมัญจาคีรี,Amphoe Mancha Khiri,มัญจาคีรี,Mancha Khiri
378,40,ขอนแก่น,4018,40180000,อำเภอชนบท,Amphoe Chonnabot,ชนบท,Chonnabot
379,40,ขอนแก่น,4019,40190000,อำเภอเขาสวนกวาง,Amphoe Khao Suan Kwang,เขาสวนกวาง,Khao Suan Kwang
380,40,ขอนแก่น,4020,40200000,อำเภอภูผาม่าน,Amphoe Phu Pha Man,ภูผาม่าน,Phu Pha Man
381,40,ขอนแก่น,4021,40210000,อำเภอซำสูง,Amphoe Sam Sung,ซำสูง,Sam Sung
382,40,ขอนแก่น,4022,40220000,อำเภอโคกโพธิ์ไชย,Amphoe Khok Pho Chai,โคกโพธิ์ไชย,Khok Pho Chai
383,40,ขอนแก่น,4023,40230000,อำเภอหนองนาคำ,Amphoe Nong Na Kham,หนองนาคำ,Nong Na Kham
384,40,ขอนแก่น,4024,40240000,อำเภอบ้านแฮด,Amphoe Ban Haet,บ้านแฮด,Ban Haet
385,40,ขอนแก่น,4025,40250000,อำเภอโนนศิลา,Amphoe Non Sila,โนนศิลา,Non Sila
386,40,ขอนแก่น,4029,40290000,อำเภอเวียงเก่า,Amphoe Wiang Kao,เวียงเก่า,Wiang Kao
387,41,อุดรธานี,4101,41010000,อำเภอเมืองอุดรธานี,Amphoe Mueang Udon Thani,เมืองอุดรธานี,Mueang Udon Thani
388,41,อุดรธานี,4102,41020000,อำเภอกุดจับ,Amphoe Kut Chap,กุดจับ,Kut Chap
389,41,อุดรธานี,4103,41030000,อำเภอหนองวัวซอ,Amphoe Nong Wua So,หนองวัวซอ,Nong Wua So
390,41,อุดรธานี,4104,41040000,อำเภอกุมภวาปี,Amphoe Kumphawapi,กุมภวาปี,Kumphawapi
391,41,อุดรธานี,4105,41050000,อำเภอโนนสะอาด,Amphoe Non Sa-at,โนนสะอาด,Non Sa-at
392,41,อุดรธานี,4106,41060000,อำเภอหนองหาน,Amphoe Nong Han,หนองหาน,Nong Han
393,41,อุดรธานี,4107,41070000,อำเภอทุ่งฝน,Amphoe Thung Fon,ทุ่งฝน,Thung Fon
394,41,อุดรธานี,4108,41080000,อำเภอไชยวาน,Amphoe Chai Wan,ไชยวาน,Chai Wan
395,41,อุดรธานี,4109,41090000,อำเภอศรีธาตุ,Amphoe Si That,ศรีธาตุ,Si That
396,41,อุดรธานี,4110,41100000,อำเภอวังสามหมอ,Amphoe Wang Sam Mo,วังสามหมอ,Wang Sam Mo
397,41,อุดรธานี,4111,41110000,อำเภอบ้านดุง,Amphoe Ban Dung,บ้านดุง,Ban Dung
398,41,อุดรธานี,4117,41170000,อำเภอบ้านผือ,Amphoe Ban Phue,บ้านผือ,Ban Phue
399,41,อุดรธานี,4118,41180000,อำเภอน้ำโสม,Amphoe Nam Som,น้ำโสม,Nam Som
400,41,อุดรธานี,4119,41190000,อำเภอเพ็ญ,Amphoe Phen,เพ็ญ,Phen
401,41,อุดรธานี,4120,41200000,อำเภอสร้างคอม,Amphoe Sang Khom,สร้างคอม,Sang Khom
402,41,อุดรธานี,4121,41210000,อำเภอหนองแสง,Amphoe Nong Saeng,หนองแสง,Nong Saeng
403,41,อุดรธานี,4122,41220000,อำเภอนายูง,Amphoe Na Yung,นายูง,Na Yung
404,41,อุดรธานี,4123,41230000,อำเภอพิบูลย์รักษ์,Amphoe Phibun Rak,พิบูลย์รักษ์,Phibun Rak
405,41,อุดรธานี,4124,41240000,อำเภอกู่แก้ว,Amphoe Ku Kaeo,กู่แก้ว,Ku Kaeo
406,41,อุดรธานี,4125,41250000,อำเภอประจักษ์ศิลปาคม,Amphoe Prachaksinlapakhom,ประจักษ์ศิลปาคม,Prachaksinlapakhom
407,42,เลย,4201,42010000,อำเภอเมืองเลย,Amphoe Mueang Loei,เมืองเลย,Mueang Loei
408,42,เลย,4202,42020000,อำเภอนาด้วง,Amphoe Na Duang,นาด้วง,Na Duang
409,42,เลย,4203,42030000,อำเภอเชียงคาน,Amphoe Chiang Khan,เชียงคาน,Chiang Khan
410,42,เลย,4204,42040000,อำเภอปากชม,Amphoe Pak Chom,ปากชม,Pak Chom
411,42,เลย,4205,42050000,อำเภอด่านซ้าย,Amphoe Dan Sai,ด่านซ้าย,Dan Sai
412,42,เลย,4206,42060000,อำเภอนาแห้ว,Amphoe Na Haeo,นาแห้ว,Na Haeo
413,42,เลย,4207,42070000,อำเภอภูเรือ,Amphoe Phu Ruea,ภูเรือ,Phu Ruea
414,42,เลย,4208,42080000,อำเภอท่าลี่,Amphoe Tha Li,ท่าลี่,Tha Li
415,42,เลย,4209,42090000,อำเภอวังสะพุง,Amphoe Wang Saphung,วังสะพุง,Wang Saphung
416,42,เลย,4210,42100000,อำเภอภูกระดึง,Amphoe Phu Kradueng,ภูกระดึง,Phu Kradueng
417,42,เลย,4211,42110000,อำเภอภูหลวง,Amphoe Phu Luang,ภูหลวง,Phu Luang
418,42,เลย,4212,42120000,อำเภอผาขาว,Amphoe Pha Khao,ผาขาว,Pha Khao
419,42,เลย,4213,42130000,อำเภอเอราวัณ,Amphoe Erawan,เอราวัณ,Erawan
420,42,เลย,4214,42140000,อำเภอหนองหิน,Amphoe Nong Hin,หนองหิน,Nong Hin
421,43,หนองคาย,4301,43010000,อำเภอเมืองหนองคาย,Amphoe Mueang Nong Khai,เมืองหนองคาย,Mueang Nong Khai
422,43,หนองคาย,4302,43020000,อำเภอท่าบ่อ,Amphoe Tha Bo,ท่าบ่อ,Tha Bo
423,43,หนองคาย,4305,43050000,อำเภอโพนพิสัย,Amphoe So Phisai,โพนพิสัย,So Phisai
424,43,หนองคาย,4307,43070000,อำเภอศรีเชียงใหม่,Amphoe Si Chiang Mai,ศรีเชียงใหม่,Si Chiang Mai
425,43,หนองคาย,4308,43080000,อำเภอสังคม,Amphoe Sangkhom,สังคม,Sangkhom
426,43,หนองคาย,4314,43140000,อำเภอสระใคร,Amphoe Sakhrai,สระใคร,Sakhrai
427,43,หนองคาย,4315,43150000,อำเภอเฝ้าไร่,Amphoe Fao Rai,เฝ้าไร่,Fao Rai
428,43,หนองคาย,4316,43160000,อำเภอรัตนวาปี,Amphoe Rattanawapi,รัตนวาปี,Rattanawapi
429,43,หนองคาย,4317,43170000,อำเภอโพธิ์ตาก,Amphoe Pho Tak,โพธิ์ตาก,Pho Tak
430,44,มหาสารคาม,4401,44010000,อำเภอเมืองมหาสารคาม,Amphoe Mueang Maha Sarakham,เมืองมหาสารคาม,Mueang Maha Sarakham
431,44,มหาสารคาม,4402,44020000,อำเภอแกดำ,Amphoe Kae Dam,แกดำ,Kae Dam
432,44,มหาสารคาม,4403,44030000,อำเภอโกสุมพิสัย,Amphoe Kosum Phisai,โกสุมพิสัย,Kosum Phisai
433,44,มหาสารคาม,4404,44040000,อำเภอกันทรวิชัย,Amphoe Kantharawichai,กันทรวิชัย,Kantharawichai
434,44,มหาสารคาม,4405,44050000,อำเภอเชียงยืน,Amphoe Chiang Yuen,เชียงยืน,Chiang Yuen
435,44,มหาสารคาม,4406,44060000,อำเภอบรบือ,Amphoe Borabue,บรบือ,Borabue
436,44,มหาสารคาม,4407,44070000,อำเภอนาเชือก,Amphoe Na Chueak,นาเชือก,Na Chueak
437,44,มหาสารคาม,4408,44080000,อำเภอพยัคฆภูมิพิสัย,Amphoe Phayakkhaphum Phisai,พยัคฆภูมิพิสัย,Phayakkhaphum Phisai
438,44,มหาสารคาม,4409,44090000,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum
439,44,มหาสารคาม,4410,44100000,อำเภอนาดูน,Amphoe Na Dun,นาดูน,Na Dun
440,44,มหาสารคาม,4411,44110000,อำเภอยางสีสุราช,Amphoe Yang Sisurat,ยางสีสุราช,Yang Sisurat
441,44,มหาสารคาม,4412,44120000,อำเภอกุดรัง,Amphoe Kut Rang,กุดรัง,Kut Rang
442,44,มหาสารคาม,4413,44130000,อำเภอชื่นชม,Amphoe Chuen Chom,ชื่นชม,Chuen Chom
443,45,ร้อยเอ็ด,4501,45010000,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et
444,45,ร้อยเอ็ด,4502,45020000,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai
445,45,ร้อยเอ็ด,4503,45030000,อำเภอปทุมรัตต์,Amphoe Pathum Rat,ปทุมรัตต์,Pathum Rat
446,45,ร้อยเอ็ด,4504,45040000,อำเภอจตุรพักตรพิมาน,Amphoe Chaturaphak Phiman,จตุรพักตรพิมาน,Chaturaphak Phiman
447,45,ร้อยเอ็ด,4505,45050000,อำเภอธวัชบุรี,Amphoe Thawat Buri,ธวัชบุรี,Thawat Buri
448,45,ร้อยเอ็ด,4506,45060000,อำเภอพนมไพร  ,Amphoe Phanom Phrai,พนมไพร,Phanom Phrai
449,45,ร้อยเอ็ด,4507,45070000,อำเภอโพนทอง,Amphoe Phon Thong,โพนทอง,Phon Thong
450,45,ร้อยเอ็ด,4508,45080000,อำเภอโพธิ์ชัย,Amphoe Pho Chai,โพธิ์ชัย,Pho Chai
451,45,ร้อยเอ็ด,4509,45090000,อำเภอหนองพอก,Amphoe Nong Phok,หนองพอก,Nong Phok
452,45,ร้อยเอ็ด,4510,45100000,อำเภอเสลภูมิ,Amphoe Selaphum,เสลภูมิ,Selaphum
453,45,ร้อยเอ็ด,4511,45110000,อำเภอสุวรรณภูมิ,Amphoe Suwannaphum,สุวรรณภูมิ,Suwannaphum
454,45,ร้อยเอ็ด,4512,45120000,อำเภอเมืองสรวง,Amphoe Mueang Suang,เมืองสรวง,Mueang Suang
455,45,ร้อยเอ็ด,4513,45130000,อำเภอโพนทราย,Amphoe Phon Sai,โพนทราย,Phon Sai
456,45,ร้อยเอ็ด,4514,45140000,อำเภออาจสามารถ,Amphoe At Samat,อาจสามารถ,At Samat
457,45,ร้อยเอ็ด,4515,45150000,อำเภอเมยวดี,Amphoe Moei Wadi,เมยวดี,Moei Wadi
458,45,ร้อยเอ็ด,4516,45160000,อำเภอศรีสมเด็จ,Amphoe Si Somdet,ศรีสมเด็จ,Si Somdet
459,45,ร้อยเอ็ด,4517,45170000,อำเภอจังหาร,Amphoe Changhan,จังหาร,Changhan
460,45,ร้อยเอ็ด,4518,45180000,อำเภอเชียงขวัญ,Amphoe Chiang Khwan,เชียงขวัญ,Chiang Khwan
461,45,ร้อยเอ็ด,4519,45190000,อำเภอหนองฮี,Amphoe Nong Hi,หนองฮี,Nong Hi
462,45,ร้อยเอ็ด,4520,45200000,อำเภอทุ่งเขาหลวง,Amphoe Thung Khao Luang,ทุ่งเขาหลวง,Thung Khao Luang
463,46,กาฬสินธุ์,4601,46010000,อำเภอเมืองกาฬสินธุ์,Amphoe Mueang Kalasin,เมืองกาฬสินธุ์,Mueang Kalasin
464,46,กาฬสินธุ์,4602,46020000,อำเภอนามน,Amphoe Na Mon,นามน,Na Mon
465,46,กาฬสินธุ์,4603,46030000,อำเภอกมลาไสย,Amphoe Kamalasai,กมลาไสย,Kamalasai
466,46,กาฬสินธุ์,4604,46040000,อำเภอร่องคำ,Amphoe Rong Kham,ร่องคำ,Rong Kham
467,46,กาฬสินธุ์,4605,46050000,อำเภอกุฉินารายณ์,Amphoe Kuchinarai,กุฉินารายณ์,Kuchinarai
468,46,กาฬสินธุ์,4606,46060000,อำเภอเขาวง,Amphoe Khao Wong,เขาวง,Khao Wong
469,46,กาฬสินธุ์,4607,46070000,อำเภอยางตลาด,Amphoe Yang Talat,ยางตลาด,Yang Talat
470,46,กาฬสินธุ์,4608,46080000,อำเภอห้วยเม็ก,Amphoe Huai Mek,ห้วยเม็ก,Huai Mek
471,46,กาฬสินธุ์,4609,46090000,อำเภอสหัสขันธ์,Amphoe Sahatsakhan,สหัสขันธ์,Sahatsakhan
472,46,กาฬสินธุ์,4610,46100000,อำเภอคำม่วง,Amphoe Kham Muang,คำม่วง,Kham Muang
473,46,กาฬสินธุ์,4611,46110000,อำเภอท่าคันโท,Amphoe Tha Khantho,ท่าคันโท,Tha Khantho
474,46,กาฬสินธุ์,4612,46120000,อำเภอหนองกุงศรี,Amphoe Nong Kung Si,หนองกุงศรี,Nong Kung Si
475,46,กาฬสินธุ์,4613,46130000,อำเภอสมเด็จ,Amphoe Somdet,สมเด็จ,Somdet
476,46,กาฬสินธุ์,4614,46140000,อำเภอห้วยผึ้ง,Amphoe Huai Phueng,ห้วยผึ้ง,Huai Phueng
477,46,กาฬสินธุ์,4615,46150000,อำเภอสามชัย,Amphoe Sam Chai,สามชัย,Sam Chai
478,46,กาฬสินธุ์,4616,46160000,อำเภอนาคู,Amphoe Na Khu,นาคู,Na Khu
479,46,กาฬสินธุ์,4617,46170000,อำเภอดอนจาน,Amphoe Don Chan,ดอนจาน,Don Chan
480,46,กาฬสินธุ์,4618,46180000,อำเภอฆ้องชัย,Amphoe Khong Chai,ฆ้องชัย,Khong Chai
481,47,สกลนคร,4701,47010000,อำเภอเมืองสกลนคร,Amphoe Mueang Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon
482,47,สกลนคร,4702,47020000,อำเภอกุสุมาลย์,Amphoe Kusuman,กุสุมาลย์,Kusuman
483,47,สกลนคร,4703,47030000,อำเภอกุดบาก,Amphoe Kut Bak,กุดบาก,Kut Bak
484,47,สกลนคร,4704,47040000,อำเภอพรรณานิคม,Amphoe Phanna Nikhom,พรรณานิคม,Phanna Nikhom
485,47,สกลนคร,4705,47050000,อำเภอพังโคน,Amphoe Phang Khon,พังโคน,Phang Khon
486,47,สกลนคร,4706,47060000,อำเภอวาริชภูมิ,Amphoe Waritchaphum,วาริชภูมิ,Waritchaphum
487,47,สกลนคร,4707,47070000,อำเภอนิคมน้ำอูน,Amphoe Nikhom Nam Un,นิคมน้ำอูน,Nikhom Nam Un
488,47,สกลนคร,4708,47080000,อำเภอวานรนิวาส,Amphoe Wanon Niwat,วานรนิวาส,Wanon Niwat
489,47,สกลนคร,4709,47090000,อำเภอคำตากล้า,Amphoe Kham Ta Kla,คำตากล้า,Kham Ta Kla
490,47,สกลนคร,4710,47100000,อำเภอบ้านม่วง,Amphoe Ban Muang,บ้านม่วง,Ban Muang
491,47,สกลนคร,4710,47100000,อำเภอม่วง,Amphoe Muang,ม่วง,Muang
492,47,สกลนคร,4711,47110000,อำเภออากาศอำนวย,Amphoe Akat Amnuai,อากาศอำนวย,Akat Amnuai
493,47,สกลนคร,4712,47120000,อำเภอสว่างแดนดิน,Amphoe Sawang Daen Din,สว่างแดนดิน,Sawang Daen Din
494,47,สกลนคร,4713,47130000,อำเภอส่องดาว,Amphoe Song Dao,ส่องดาว,Song Dao
495,47,สกลนคร,4714,47140000,อำเภอเต่างอย,Amphoe Tao Ngoi,เต่างอย,Tao Ngoi
496,47,สกลนคร,4715,47150000,อำเภอโคกศรีสุพรรณ,Amphoe Khok Si Suphan,โคกศรีสุพรรณ,Khok Si Suphan
497,47,สกลนคร,4716,47160000,อำเภอเจริญศิลป์,Amphoe Charoen Sin,เจริญศิลป์,Charoen Sin
498,47,สกลนคร,4717,47170000,อำเภอโพนนาแก้ว,Amphoe Phon Na Kaeo,โพนนาแก้ว,Phon Na Kaeo
499,47,สกลนคร,4718,47180000,อำเภอภูพาน,Amphoe Phu Phan,ภูพาน,Phu Phan
500,48,นครพนม,4801,48010000,อำเภอเมืองนครพนม,Amphoe Mueang Nakhon Phanom,เมืองนครพนม,Mueang Nakhon Phanom
501,48,นครพนม,4802,48020000,อำเภอปลาปาก,Amphoe Pla Pak,ปลาปาก,Pla Pak
502,48,นครพนม,4803,48030000,อำเภอท่าอุเทน,Amphoe Tha Uthen,ท่าอุเทน,Tha Uthen
503,48,นครพนม,4804,48040000,อำเภอบ้านแพง,Amphoe Ban Phaeng,บ้านแพง,Ban Phaeng
504,48,นครพนม,4805,48050000,อำเภอธาตุพนม,Amphoe That Phanom,ธาตุพนม,That Phanom
505,48,นครพนม,4806,48060000,อำเภอเรณูนคร,Amphoe Renu Nakhon,เรณูนคร,Renu Nakhon
506,48,นครพนม,4807,48070000,อำเภอนาแก,Amphoe Na Kae,นาแก,Na Kae
507,48,นครพนม,4808,48080000,อำเภอศรีสงคราม,Amphoe Si Songkhram,ศรีสงคราม,Si Songkhram
508,48,นครพนม,4809,48090000,อำเภอนาหว้า,Amphoe Na Wa,นาหว้า,Na Wa
509,48,นครพนม,4810,48100000,อำเภอโพนสวรรค์,Amphoe Phon Sawan,โพนสวรรค์,Phon Sawan
510,48,นครพนม,4811,48110000,อำเภอนาทม,Amphoe Na Thom,นาทม,Na Thom
511,48,นครพนม,4812,48120000,อำเภอวังยาง,Amphoe Wang Yang,วังยาง,Wang Yang
512,49,มุกดาหาร,4901,49010000,อำเภอเมืองมุกดาหาร,Amphoe Mueang Mukdahan,เมืองมุกดาหาร,Mueang Mukdahan
513,49,มุกดาหาร,4902,49020000,อำเภอนิคมคำสร้อย,Amphoe Nikhom Kham Soi,นิคมคำสร้อย,Nikhom Kham Soi
514,49,มุกดาหาร,4903,49030000,อำเภอดอนตาล,Amphoe Don Tan,ดอนตาล,Don Tan
515,49,มุกดาหาร,4904,49040000,อำเภอดงหลวง,Amphoe Dong Luang,ดงหลวง,Dong Luang
516,49,มุกดาหาร,4905,49050000,อำเภอคำชะอี,Amphoe Khamcha-i,คำชะอี,Khamcha-i
517,49,มุกดาหาร,4906,49060000,อำเภอหว้านใหญ่,Amphoe Wan Yai,หว้านใหญ่,Wan Yai
518,49,มุกดาหาร,4907,49070000,อำเภอหนองสูง,Amphoe Nong Sung,หนองสูง,Nong Sung
519,50,เชียงใหม่,5001,50010000,อำเภอเมืองเชียงใหม่,Amphoe Mueang Chiang Mai,เมืองเชียงใหม่,Mueang Chiang Mai
520,50,เชียงใหม่,5002,50020000,อำเภอจอมทอง,Amphoe Chom Thong,จอมทอง,Chom Thong
521,50,เชียงใหม่,5003,50030000,อำเภอแม่แจ่ม,Amphoe Mae Chaem,แม่แจ่ม,Mae Chaem
522,50,เชียงใหม่,5004,50040000,อำเภอเชียงดาว,Amphoe Chiang Dao,เชียงดาว,Chiang Dao
523,50,เชียงใหม่,5005,50050000,อำเภอดอยสะเก็ด,Amphoe Doi Saket,ดอยสะเก็ด,Doi Saket
524,50,เชียงใหม่,5006,50060000,อำเภอแม่แตง,Amphoe Mae Taeng,แม่แตง,Mae Taeng
525,50,เชียงใหม่,5007,50070000,อำเภอแม่ริม,Amphoe Mae Rim,แม่ริม,Mae Rim
526,50,เชียงใหม่,5008,50080000,อำเภอสะเมิง,Amphoe Samoeng,สะเมิง,Samoeng
527,50,เชียงใหม่,5009,50090000,อำเภอฝาง,Amphoe Fang,ฝาง,Fang
528,50,เชียงใหม่,5010,50100000,อำเภอแม่อาย,Amphoe Mae Ai,แม่อาย,Mae Ai
529,50,เชียงใหม่,5011,50110000,อำเภอพร้าว,Amphoe Phrao,พร้าว,Phrao
530,50,เชียงใหม่,5012,50120000,อำเภอสันป่าตอง,Amphoe San Pa Tong,สันป่าตอง,San Pa Tong
531,50,เชียงใหม่,5013,50130000,อำเภอสันกำแพง,Amphoe San Kamphaeng,สันกำแพง,San Kamphaeng
532,50,เชียงใหม่,5014,50140000,อำเภอสันทราย,Amphoe San Sai,สันทราย,San Sai
533,50,เชียงใหม่,5015,50150000,อำเภอหางดง,Amphoe Hang Dong,หางดง,Hang Dong
534,50,เชียงใหม่,5016,50160000,อำเภอฮอด,Amphoe Hot,ฮอด,Hot
535,50,เชียงใหม่,5017,50170000,อำเภอดอยเต่า,Amphoe Doi Tao,ดอยเต่า,Doi Tao
536,50,เชียงใหม่,5018,50180000,อำเภออมก๋อย,Amphoe Omkoi,อมก๋อย,Omkoi
537,50,เชียงใหม่,5019,50190000,อำเภอสารภี,Amphoe Saraphi,สารภี,Saraphi
538,50,เชียงใหม่,5020,50200000,อำเภอเวียงแหง,Amphoe Wiang Haeng,เวียงแหง,Wiang Haeng
539,50,เชียงใหม่,5021,50210000,อำเภอไชยปราการ,Amphoe Chai Prakan,ไชยปราการ,Chai Prakan
540,50,เชียงใหม่,5022,50220000,อำเภอแม่วาง,Amphoe Mae Wang,แม่วาง,Mae Wang
541,50,เชียงใหม่,5023,50230000,อำเภอแม่ออน,Amphoe Mae On,แม่ออน,Mae On
542,50,เชียงใหม่,5024,50240000,อำเภอดอยหล่อ,Amphoe Doi Lo,ดอยหล่อ,Doi Lo
543,50,เชียงใหม่,5025,50250000,อำเภอกัลยาณิวัฒนา,Amphoe Galayani Vadhana,กัลยาณิวัฒนา,Galayani Vadhana
544,51,ลำพูน,5101,51010000,อำเภอเมืองลำพูน,Amphoe Mueang Lamphun,เมืองลำพูน,Mueang Lamphun
545,51,ลำพูน,5102,51020000,อำเภอแม่ทา,Amphoe Mae Tha,แม่ทา,Mae Tha
546,51,ลำพูน,5103,51030000,อำเภอบ้านโฮ่ง,Amphoe Ban Hong,บ้านโฮ่ง,Ban Hong
547,51,ลำพูน,5104,51040000,อำเภอลี้,Amphoe Li,ลี้,Li
548,51,ลำพูน,5105,51050000,อำเภอทุ่งหัวช้าง,Amphoe Thung Hua Chang,ทุ่งหัวช้าง,Thung Hua Chang
549,51,ลำพูน,5106,51060000,อำเภอป่าซาง,Amphoe Pa Sang,ป่าซาง,Pa Sang
550,51,ลำพูน,5107,51070000,อำเภอบ้านธิ,Amphoe Ban Thi,บ้านธิ,Ban Thi
